name;short_name;county_id
"LICEUL TEHNOLOGIC ""G.G. LONGINESCU"" FOCSANI";"LIC. TEHN. ""G.G. LONGINESCU "" FOCSANI";VRANCEA
"LICEUL TEHNOLOGIC ""GHENUȚĂ COMAN"", ORAȘ MURGENI";LIC_TEHN MURGENI;VASLUI
LICEUL TEHNOLOGIC ’GHEORGHE DUCA’ CONSTANŢA;LIC TEHNOLOGIC ’GHE DUCA’ CȚA;CONSTANŢA
"LICEUL TEHNOLOGIC ""GHEORGHE IONESCU-SISEȘTI"", COMUNA VALEA CĂLUGĂREASCĂ";"LICEUL ""GHE.IONESCU-SISESTI"" VALEA CALUGAREASCA";PRAHOVA
"LICEUL TEHNOLOGIC ""GHEORGHE K.CONSTANTINESCU""";"LICEUL TEHNOLOGIC ""GHEORGHE K.CONSTANTINESCU""";BRĂILA
"LICEUL TEHNOLOGIC ""GHEORGHE LAZĂR"", ORAȘUL PLOPENI";LICEUL TEHNOLOGIC PLOPENI;PRAHOVA
LICEUL TEHNOLOGIC ’GHEORGHE MIRON COSTIN’ CONSTANŢA;LIC TEH GHEORGHE MIRON COSTIN’ C-ȚA;CONSTANŢA
"LICEUL TEHNOLOGIC ""GHEORGHE POP DE BĂSEȘTI"" CEHU SILVANIEI";"LIC.TEHNOLOGIC ""G.P.DE BĂSEȘTI"" CEHU SILVANIEI";SĂLAJ
"LICEUL TEHNOLOGIC ""GHEORGHE ȘINCAI"" TÎRGU MUREȘ";"LIC. TEHN. ""G. ŞINCAI"" TG. MUREŞ";MUREŞ
LICEUL TEHNOLOGIC GHERLA;LICEUL TEHNOLOGIC GHERLA;CLUJ
LICEUL TEHNOLOGIC ”GOGA IONESCU” TITU;LICEUL TEHNOLOGIC ”GOGA IONESCU” TITU;DÂMBOVIŢA
"LICEUL TEHNOLOGIC ""G-RAL C-TIN SANDRU"" BALTA, RUNCU";"LIC TEH ""G-RAL C-TIN SANDRU"" BALTA, RUNCU";GORJ
"LICEUL TEHNOLOGIC ""GRIGORE ANTIPA"" BACĂU";"LICEUL TEHNOLOGIC ""GRIGORE ANTIPA"" BACĂU";BACĂU
"LICEUL TEHNOLOGIC ""GRIGORE C. MOISIL"" MUNICIPIUL BUZĂU";LIC.TEH.MOISIL;BUZĂU
"LICEUL TEHNOLOGIC ""GRIGORE C MOISIL"" TARGU LAPUS";LTH GC MOISIL TG LAPUS;MARAMUREŞ
"LICEUL TEHNOLOGIC ""GRIGORE MOISIL""";"LICEUL TEHNOLOGIC ""GRIGORE MOISIL""";BRĂILA
"LICEUL TEHNOLOGIC ""GRIGORE MOISIL"" BISTRIȚA";"LIC TEH ""GR.MOISIL"" BISTRIȚA";BISTRIŢA-NĂSĂUD
"LICEUL TEHNOLOGIC ""GRIGORE MOISIL"" DEVA";"LIC. TEHN. ""GRIGORE MOISIL"" DEVA";HUNEDOARA
LICEUL TEHNOLOGIC HALÂNGA;LIC.TEH.HALANGA;MEHEDINŢI
"LICEUL TEHNOLOGIC ""HARALAMB VASILIU"", PODU ILOAIEI";LIC TEH PODU ILOAIEI;IAŞI
LICEUL TEHNOLOGIC, HÂRLĂU;LIC TEH HARLAU;IAŞI
"LICEUL TEHNOLOGIC ""HENRI COANDĂ"" BECLEAN";"LIC TEH ""H.COANDA"" BECLEAN";BISTRIŢA-NĂSĂUD
"LICEUL TEHNOLOGIC"" HENRI COANDĂ"" MUNICIPIUL BUZĂU";LIC.COANDĂ BZ;BUZĂU
"LICEUL TEHNOLOGIC ""HENRI COANDĂ"" SIBIU";"LIC TEHN ""H. COANDĂ"" SIBIU";SIBIU
"LICEUL TEHNOLOGIC ""HENRI COANDĂ"" TULCEA";"LICEUL ""H. COANDĂ"" TULCEA";TULCEA
"LICEUL TEHNOLOGIC ""HOREA CLOȘCA ȘI CRIȘAN"" CLUJ-NAPOCA";"LICEUL TEHNOLOGIC ""HOREA CLOȘCA ȘI CRIȘAN"" CLUJ";CLUJ
"LICEUL TEHNOLOGIC ""HOREA"" MARGHITA";"LICEUL TEHNOLOGIC ""HOREA"" MARGHITA";BIHOR
"LICEUL TEHNOLOGIC ""HORIA VINTILA"" SEGARCEA";LICEUL HORIA VINTILA SEGARCEA;DOLJ
"LICEUL TEHNOLOGIC ""I. A. RĂDULESCU POGONEANU"" ORAŞ POGOANELE";LIC TEH POGOANELE;BUZĂU
LICEUL TEHNOLOGIC IACOBENI;LIC TEHN IACOBENI;SIBIU
LICEUL TEHNOLOGIC IANCU JIANU;LICEUL TEH. IANCU JIANU;OLT
"LICEUL TEHNOLOGIC ""I.C. PETRESCU"" STÎLPENI";LIC.TEH. I.C. PETRESCU STÎLPENI;ARGEŞ
LICEUL TEHNOLOGIC ’I.C.BRĂTIANU’ NICOLAE BĂLCESCU;LIC TEHNOLOGIC NICOLAE BĂLCESCU;CONSTANŢA
LICEUL TEHNOLOGIC IERNUT;LIC. TEHN. IERNUT;MUREŞ
"LICEUL TEHNOLOGIC ""ILIE MĂCELARIU"" MIERCUREA SIBIULUI";"LIC TEHN ""I. MĂCELARIU"" MIERCUREA SIBIULUI";SIBIU
LICEUL TEHNOLOGIC INDEPENDENŢA;LIC TEHNOLOGIC INDEPENDENŢA;CONSTANŢA
"LICEUL TEHNOLOGIC ""INDEPENDENŢA"" SIBIU";"LIC TEHN ""INDEPENDENŢA"" SIBIU";SIBIU
"LICEUL TEHNOLOGIC ""IOACHIM POP"" ILEANDA";"LIC.TEHNOLOGIC ""I.POP"" ILEANDA";SĂLAJ
"LICEUL TEHNOLOGIC ""IOAN BOJOR"" REGHIN";"LIC. TEHN."" I. BOJOR"" REGHIN";MUREŞ
"LICEUL TEHNOLOGIC ""IOAN CORIVAN"", MUN. HUŞI";LIC_TEHN HUŞI;VASLUI
"LICEUL TEHNOLOGIC ""IOAN LUPAŞ"" SĂLIŞTE";"LIC TEHN ""IOAN LUPAŞ"" SĂLIŞTE";SIBIU
LICEUL TEHNOLOGIC ’IOAN N.ROMAN’ CONSTANŢA;LIC TEHNOLOGIC ’IOAN N ROMAN’ CȚA;CONSTANŢA
"LICEUL TEHNOLOGIC ""IOAN OSSIAN"" ȘIMLEU SILVANIEI";"LIC.TEHNOLOGIC ""I.OSSIAN"" ȘIMLEU SILVANIEI";SĂLAJ
"LICEUL TEHNOLOGIC ""IOAN SLAVICI"" TIMIȘOARA";LIC TEH. I.SLAVICI TIMISOARA;TIMIŞ
LICEUL TEHNOLOGIC ”ION BARBU” GIURGIU;LIC.TEH.’ION BARBU’;GIURGIU
LICEUL TEHNOLOGIC ’ION BĂNESCU’ MANGALIA;LIC TEH ’ION BĂNESCU’ MANGALIA;CONSTANŢA
"LICEUL TEHNOLOGIC ""ION CĂIAN ROMÂNUL"" CĂIANU MIC";"LIC TEH ""I. C.R.""CĂIANU MIC";BISTRIŢA-NĂSĂUD
"LICEUL TEHNOLOGIC ""ION CREANGĂ"", COMUNA PIPIRIG";LTIC, PIPIRIG;NEAMŢ
"LICEUL TEHNOLOGIC ""ION CREANGĂ"" CURTICI";"LICEUL TEHNOLOGIC ""ION CREANGĂ"" CURTICI";ARAD
"LICEUL TEHNOLOGIC ""ION GHICA"" OLTENITA";"LICEUL TEHNOLOGIC ""ION GHICA"" OLTENITA";CĂLĂRAŞI
"LICEUL TEHNOLOGIC ""ION I. C. BRĂTIANU"" SATU MARE";"LTEH ""ION I. C. BRĂTIANU"" SM";SATU MARE
"Liceul Tehnologic ""Ion I.C. Brătianu""";"Lic.Tehn. ""Ion I.C. Brătianu""";MUNICIPIUL BUCUREŞTI
"LICEUL TEHNOLOGIC ""ION IONESCU DE LA BRAD"", COMUNA HORIA";"LT ""ION IONESCU DE LA BRAD"", HORIA";NEAMŢ
"LICEUL TEHNOLOGIC ""ION MINCU"", MUN. VASLUI";LIC_TEHN ION MINCU;VASLUI
"LICEUL TEHNOLOGIC ""ION MINCU"" TULCEA";"LICEUL ""I. MINCU"" TULCEA";TULCEA
"LICEUL TEHNOLOGIC ""ION NISTOR"" VICOVU DE SUS";"LICEUL TEHNOLOGIC ""ION NISTOR"" VICOVU DE SUS";SUCEAVA
LICEUL TEHNOLOGIC ’ION PODARU’ OVIDIU;LIC TEHNOLOGIC ’ION PODARU’ OVIDIU;CONSTANŢA
"LICEUL TEHNOLOGIC ""ION POPESCU-CILIENI"" CILIENI";"LICEUL TEH.""I. POPESCU-CILIENI"" CILIENI";OLT
"LICEUL TEHNOLOGIC ""ION VLASIU"" TÎRGU MUREȘ";"LIC. TEHN. ""I. VLASIU"" TG. MUREŞ";MUREŞ
"LICEUL TEHNOLOGIC ""ION.I.C.BRĂTIANU"" TIMIȘOARA";LIC.TEH. I.I.C.BRATIANU TIMISOARA;TIMIŞ
"LICEUL TEHNOLOGIC ""IONIȚĂ G. ANDRON"" NEGREȘTI-OAȘ";"LTEH ""IONIȚĂ G. ANDRON"" NEGREȘTI-OAȘ";SATU MARE
LICEUL TEHNOLOGIC ”IORDACHE GOLESCU” GĂEȘTI;LICEUL TEHNOLOGIC ”IORDACHE GOLESCU” GĂEȘTI;DÂMBOVIŢA
"LICEUL TEHNOLOGIC ""IORDACHE ZOSSIMA"" ARMĂŞEŞTI";"LICEUL TEH.""IORDACHE ZOSSIMA"" ARMĂŞEŞTI";IALOMIŢA
"LICEUL TEHNOLOGIC ""IORGU VÎRNAV LITEANU"" LITENI";"LICEUL TEHNOLOGIC ""IORGU VÎRNAV LITEANU"" LITENI";SUCEAVA
LICEUL TEHNOLOGIC „IOSIF CORIOLAN BURACU“ PRIGOR;LTH PRIGOR;CARAŞ-SEVERIN
"LICEUL TEHNOLOGIC ""IULIU MANIU"" CAREI";"LTEH ""IULIU MANIU"" CAREI";SATU MARE
"LICEUL TEHNOLOGIC ""IULIU MOLDOVAN"" ARAD";"LICEUL TEHNOLOGIC ""IULIU MOLDOVAN"" ARAD";ARAD
LICEUL TEHNOLOGIC IZVOARELE;LICEUL TEH. IZVOARELE;OLT
"LICEUL TEHNOLOGIC ""ÎNĂLŢAREA DOMNULUI"" SLOBOZIA";"LICEUL TEH.""ÎNĂLŢAREA DOMNULUI"" SLOBOZIA";IALOMIŢA
"LICEUL TEHNOLOGIC ""JACQUES M. ELIAS"" SASCUT";"LICEUL TEHNOLOGIC ""J.M.ELIAS"" SASCUT";BACĂU
LICEUL TEHNOLOGIC ’JEAN DINU’ ADAMCLISI;LIC TEH ADAMCLISI;CONSTANŢA
LICEUL TEHNOLOGIC JIDVEI;LIC. TEH. JIDVEI;ALBA
LICEUL TEHNOLOGIC JIMBOLIA;LIC.TEH. JIMBOLIA;TIMIŞ
"LICEUL TEHNOLOGIC ""JOANNES KAJONI"" MIERCUREA CIUC";"GRI ""JOANNES KAJONI"" MIERCUREA CIUC";HARGHITA
"LICEUL TEHNOLOGIC ""JOHANNES LEBEL"" TĂLMACIU";"LIC TEHN ""J.LEBEL"" TĂLMACIU";SIBIU
LICEUL TEHNOLOGIC JUSTINIAN MARINA, ORAS BAILE OLANESTI;LIC TEH JUSTINIAN MARINA BAILE OLANESTI;VÂLCEA
"LICEUL TEHNOLOGIC ""KÓS KÁROLY"" MIERCUREA CIUC";"GRI ""KOS KAROLY"" MIERCUREA CIUC";HARGHITA
"LICEUL TEHNOLOGIC ""KÓS KÁROLY"" ODORHEIU SECUIESC";"GRI ""KOS KAROLY"" ODORHEI";HARGHITA
"Liceul Tehnologic ""Kós Károly"" Sfântu Gheorghe";"LIC. TEHN. ""KÓS KÁROLY"" SFÂNTU GHEORGHE";COVASNA
"LICEUL TEHNOLOGIC ""LAZĂR EDELEANU"", MUNICIPIUL PLOIEȘTI";"LICEUL ""LAZAR EDELEANU"" PLOIESTI";PRAHOVA
LICEUL TEHNOLOGIC ’LAZĂR EDELEANU’ NĂVODARI;LIC TEHNOLOGIC ’LAZĂR EDELEANU’ NĂVODARI;CONSTANŢA
LICEUL TEHNOLOGIC LECHINȚA;LIC TEH LECHINȚA;BISTRIŢA-NĂSĂUD
"LICEUL TEHNOLOGIC ""LIVIU REBREANU"" BĂLAN";"GRI ""LIVIU REBREANU"" BALAN";HARGHITA
"LICEUL TEHNOLOGIC ""LIVIU REBREANU"" HIDA";"LIC.TEHNOLOGIC ""L.REBREANU"" HIDA";SĂLAJ
"LICEUL TEHNOLOGIC ""LIVIU REBREANU"" MAIERU";"LIC TEH ""L.R.""MAIERU";BISTRIŢA-NĂSĂUD
"LICEUL TEHNOLOGIC ""LIVIU REBREANU"" MOZĂCENI";LIC.TEH. LIVIU REBREANU MOZĂCENI;ARGEŞ
"LICEUL TEHNOLOGIC „LORIN SĂLĂGEAN""";LIC.TEH. L.SALAGEAN;MEHEDINŢI
"LICEUL TEHNOLOGIC ""LUCIAN BLAGA"" REGHIN";"LIC. TEHN. ""L. BLAGA"" REGHIN";MUREŞ
LICEUL TEHNOLOGIC LUPENI;LICEUL TEHNOLOGIC LUPENI;HUNEDOARA
Liceul Tehnologic 'Malaxa' Zărnești;Liceul Tehnologic Zărnești;BRAŞOV
"LICEUL TEHNOLOGIC ""MARCEL GUGUIANU"", SAT ZORLENI";LIC_TEHN MARCEL GUGUIANU;VASLUI
LICEUL TEHNOLOGIC ”MARIN GRIGORE NĂSTASE” TĂRTĂȘEȘTI;LICEUL TEHNOLOGIC TĂRTĂȘEȘTI;DÂMBOVIŢA
"LICEUL TEHNOLOGIC ""MARMATIA"" SIGHETU MARMATIEI";LTH MARMATIA SIGHET;MARAMUREŞ
"LICEUL TEHNOLOGIC ""MATEI BASARAB""";"LIC.TEH.""MATEI BASARAB""";MEHEDINŢI
"LICEUL TEHNOLOGIC ""MATEI BASARAB"" CARACAL";"LICEUL TEHN ""MATEI BASARAB"" CARACAL";OLT
"LICEUL TEHNOLOGIC ""MATEI BASARAB"" MANASTIREA";"LIC.TEHNOLOGIC ""MATEI BASARAB"" MANASTIREA";CĂLĂRAŞI
"LICEUL TEHNOLOGIC ""MATEI BASARAB"" MĂXINENI";"LICEUL TEHNOLOGIC ""MATEI BASARAB""";BRĂILA
"LICEUL TEHNOLOGIC ""MATEI CORVIN"" HUNEDOARA";"LICEUL TEHNOLOGIC ""MATEI CORVIN"" HUNEDOARA";HUNEDOARA
"LICEUL TEHNOLOGIC ""MAX AUSNIT"" CARANSEBEȘ";LTH Max Ausnit Caransebes;CARAŞ-SEVERIN
LICEUL TEHNOLOGIC MĂCIN;LICEUL TEHNOLOGIC MĂCIN;TULCEA
LICEUL TEHNOLOGIC MÂRŞA;LIC TEHN MÂRŞA;SIBIU
LICEUL TEHNOLOGIC MECANIC, MUNICIPIUL CÂMPINA;LICEUL TEHNOLOGIC MECANIC, MUNICIPIUL CAMPINA;PRAHOVA
LICEUL TEHNOLOGIC METALURGIC SLATINA;LICEUL TEHN METALURGIC SLATINA;OLT
"LICEUL TEHNOLOGIC ""MIHAI BUSUIOC"", PAŞCANI";"LIC TEH ""M. BUSUIOC"" PASCANI";IAŞI
"LICEUL TEHNOLOGIC ""MIHAI EMINESCU"" DUMBRĂVENI";"LICEUL TEHNOLOGIC ""MIHAI EMINESCU"" DUMBRĂVENI";SUCEAVA
"LICEUL TEHNOLOGIC ""MIHAI EMINESCU"" SLOBOZIA";"LICEUL TEH.""MIHAI EMINESCU"" SLOBOZIA";IALOMIŢA
LICEUL TEHNOLOGIC „MIHAI NOVAC“ ORAVIŢA;LTH „MIHAI NOVAC“ ORAVIŢA;CARAŞ-SEVERIN
"LICEUL TEHNOLOGIC ""MIHAI VITEAZU"" VULCAN";"LICEUL TEHNOLOGIC ""MIHAI VITEAZU"" VULCAN";HUNEDOARA
LICEUL TEHNOLOGIC ”MIHAI VITEAZUL” CĂLUGĂRENI;"LIC.TEH.""MIHAI VITEAZUL"" CALUGARENI";GIURGIU
LICEUL TEHNOLOGIC ’MIHAI VITEAZUL’ MIHAI VITEAZU;LIC TEHNOLOGIC MIHAI VITEAZU;CONSTANŢA
"LICEUL TEHNOLOGIC ""MIHAI VITEAZUL"" ZALĂU";"LIC.TEHNOLOGIC ""M.VITEAZUL"" ZALĂU";SĂLAJ
"Liceul Tehnologic ""Mircea Vulcănescu""";"Lic. Tehnol. ""M. Vulcănescu""";MUNICIPIUL BUCUREŞTI
"LICEUL TEHNOLOGIC ""MOGA VOIEVOD"" HĂLMAGIU";"LICEUL TEHNOLOGIC ""MOGA VOIEVOD"" HĂLMAGIU";ARAD
"LICEUL TEHNOLOGIC ""NICANOR MOROȘAN"" PÂRTESTII DE JOS";LICEUL TEHNOLOGIC ”N. MOROȘAN” PÂRTEȘTII DE JOS;SUCEAVA
"LICEUL TEHNOLOGIC ""NICOLAE BALCESCU"" FLAMÂNZI";"LICEUL TEHNOLOGIC ""NICOLAE BALCESCU"" FLAMÂNZI";BOTOŞANI
"LICEUL TEHNOLOGIC ""NICOLAE BALCESCU"" OLTENITA";"LIC. TEHNOLOGIC ""N. BALCESCU"" OLTENITA";CĂLĂRAŞI
"LICEUL TEHNOLOGIC ""NICOLAE BĂLCESCU"" ALEXANDRIA";"LTH ""NICOLAE BĂLCESCU"" ALEXANDRIA";TELEORMAN
"LICEUL TEHNOLOGIC ""NICOLAE BĂLCESCU"" BALȘ";"LICEUL TEHN ""N.BALCESCU"" BALS";OLT
"Liceul Tehnologic ""Nicolae Bălcescu"" Întorsura Buzăului";"LIC. TEHN. ""NICOLAE BĂLCESCU"" ÎNTORSURA BUZĂULUI";COVASNA
"LICEUL TEHNOLOGIC ""NICOLAE BĂLCESCU"" VOLUNTARI";"LICEUL TEHNOLOGIC ""NICOLAE BALCESCU"" VOLUNTARI";ILFOV
LICEUL TEHNOLOGIC ”NICOLAE CIORĂNESCU” TÂRGOVIȘTE;LICEUL TEHNOLOGIC ”NICOLAE CIORĂNESCU” TÂRGOVIȘTE;DÂMBOVIŢA
LICEUL TEHNOLOGIC ’NICOLAE DUMITRESCU’ CUMPĂNA;LIC TEHNOLOGIC CUMPĂNA;CONSTANŢA
"LICEUL TEHNOLOGIC ""NICOLAE IORGA"", ORAȘ NEGREȘTI";LIC_TEHN NEGREȘTI;VASLUI
LICEUL TEHNOLOGIC ’NICOLAE ISTRĂŢOIU’ DELENI;LIC TEHNOLOGIC DELENI;CONSTANŢA
"LICEUL TEHNOLOGIC ""NICOLAE ONCESCU""";"LICEUL TEHNOLOGIC ""NICOLAE ONCESCU""";BRĂILA
LICEUL TEHNOLOGIC „NICOLAE STOICA DE HAŢEG“ MEHADIA;"LTH ""NICOLAE STOICA DE HATEG"" MEHADIA";CARAŞ-SEVERIN
"LICEUL TEHNOLOGIC ""NICOLAE TECLU"" COPȘA MICĂ";"LIC TEHN ""N.TECLU"" COPȘA MICĂ";SIBIU
"LICEUL TEHNOLOGIC ""NICOLAE TITULESCU"" ÎNSURĂŢEI";"LICEUL TEHNOLOGIC ""NICOLAE TITULESCU"" ÎNSURĂŢEI";BRĂILA
LICEUL TEHNOLOGIC ’NICOLAE TITULESCU’ MEDGIDIA;LIC TEHN ’NICOLAE TITULESCU’ MEDGIDIA;CONSTANŢA
"LICEUL TEHNOLOGIC ""NICOLAI NANU"" BROȘTENI";"LICEUL TEHNOLOGIC ""NICOLAI NANU"" BROȘTENI";SUCEAVA
"LICEUL TEHNOLOGIC ""NICOLAUS OLAHUS"" ORĂȘTIE";"LIC. TEHN. ""NICOLAUS OLAHUS"" ORĂȘTIE";HUNEDOARA
Liceul Tehnologic ”Nikola Tesla”;Lic.Tehn. ”Nikola Tesla”;MUNICIPIUL BUCUREŞTI
LICEUL TEHNOLOGIC NISIPOREȘTI, COMUNA BOTEȘTI;LT, NISIPOREȘTI;NEAMŢ
LICEUL TEHNOLOGIC NR. 1 ALEXANDRIA;LTH NR. 1 ALEXANDRIA;TELEORMAN
LICEUL TEHNOLOGIC NR. 1 BALȘ;LICEUL TEHN NR. 1 BALS;OLT
LICEUL TEHNOLOGIC NR. 1 CÂMPULUNG MOLDOVENESC;LICEUL TEHNOLOGIC NR. 1 CÂMPULUNG MOLDOVENESC;SUCEAVA
LICEUL TEHNOLOGIC NR. 1 CLUJ-NAPOCA;LICEUL TEHNOLOGIC NR. 1 CLUJ-NAPOCA;CLUJ
LICEUL TEHNOLOGIC NR. 1 MĂRĂCINENI;LIC.TEH. NR.1 MĂRĂCINENI;ARGEŞ
LICEUL TEHNOLOGIC NR. 2 ROȘIORI DE VEDE;LTH NR. 2 ROȘIORI DE VEDE;TELEORMAN
LICEUL TEHNOLOGIC NR.1 BORCEA;LICEUL TEHNOLOGIC NR.1 BORCEA;CĂLĂRAŞI
LICEUL TEHNOLOGIC NR.1 CADEA;LICEUL TEHNOLOGIC NR.1 CADEA;BIHOR
LICEUL TEHNOLOGIC NR.1 COMANA;LIC.TEHN.NR.1 COMANA;GIURGIU
LICEUL TEHNOLOGIC NR.1, COMUNA COROD;LIC.TEH.NR.1 COROD;GALAŢI
LICEUL TEHNOLOGIC NR.1, COMUNA CUDALBI;LIC.TEH.NR.1 CUDALBI;GALAŢI
LICEUL TEHNOLOGIC NR.1 DOBREŞTI;LICEUL TEHNOLOGIC NR.1 DOBREŞTI;BIHOR
LICEUL TEHNOLOGIC NR.1 FUNDULEA;LIC. TEHNOLOGIC NR.1 FUNDULEA;CĂLĂRAŞI
LICEUL TEHNOLOGIC NR.1 GÂLGĂU;LIC.TEHNOLOGIC NR.1 GÂLGĂU;SĂLAJ
LICEUL TEHNOLOGIC NR.1 LUDUȘ;LIC. TEHN. NR.1 LUDUŞ;MUREŞ
LICEUL TEHNOLOGIC NR.1 POPEȘTI;LICEUL TEHNOLOGIC NR.1 POPEȘTI;BIHOR
LICEUL TEHNOLOGIC NR.1 PRUNDU;LIC.TEH.NR.1 PRUNDU;GIURGIU
LICEUL TEHNOLOGIC NR.1 SALONTA;LICEUL TEHNOLOGIC NR.1 SALONTA;BIHOR
LICEUL TEHNOLOGIC NR.1 SĂRMĂȘAG;LIC.TEHNOLOGIC NR.1 SĂRMĂȘAG;SĂLAJ
LICEUL TEHNOLOGIC NR.1 SIGHIȘOARA;LIC. TEHN. NR.1 SIGHIŞOARA;MUREŞ
LICEUL TEHNOLOGIC NR.1 SUPLACU DE BARCĂU;LICEUL TEHNOLOGIC NR.1 SUPLACU DE BARCĂU;BIHOR
LICEUL TEHNOLOGIC NR.1 SURDUC;LIC.TEHNOLOGIC NR.1 SURDUC;SĂLAJ
LICEUL TEHNOLOGIC NR.1 ŞUNCUIUŞ;LICEUL TEHNOLOGIC NR.1 ŞUNCUIUŞ;BIHOR
LICEUL TEHNOLOGIC NR.1 VALEA LUI MIHAI;LICEUL TEHNOLOGIC NR.1 VALEA LUI MIHAI;BIHOR
LICEUL TEHNOLOGIC NUCET;LICEUL TEHNOLOGIC NUCET;DÂMBOVIŢA
LICEUL TEHNOLOGIC OCNA MURES;LIC.TEH. OCNA MURES;ALBA
LICEUL TEHNOLOGIC OCNA SUGATAG;LTH OCNA SUGATAG;MARAMUREŞ
"LICEUL TEHNOLOGIC ""OCTAVIAN GOGA"" JIBOU";"LIC.TEHNOLOGIC ""O.GOGA"" JIBOU";SĂLAJ
"LICEUL TEHNOLOGIC ""OCTAVIAN GOGA"" ROZAVLEA";LTH O GOGA ROZAVLEA;MARAMUREŞ
"LICEUL TEHNOLOGIC ""OLTEA DOAMNA"" DOLHASCA";"LICEUL TEHNOLOGIC ""OLTEA DOAMNA"" DOLHASCA";SUCEAVA
LICEUL TEHNOLOGIC ONEŞTI;LICEUL TEHNOLOGIC ONEŞTI;BACĂU
LICEUL TEHNOLOGIC, ORAS BAILE GOVORA;LIC TEH BAILE-GOVORA;VÂLCEA
LICEUL TEHNOLOGIC ORAŞ PĂTÂRLAGELE;LIC TEHN PĂTÂRLAGELE;BUZĂU
"LICEUL TEHNOLOGIC ""OVID CALEDONIU"", LOCALITATEA TECUCI";"LIC.TEH.""O.CALEDONIU"" TC";GALAŢI
"LICEUL TEHNOLOGIC ""OVID DENSUSIANU"" CĂLAN";"LIC TEHN. ""O. DENSUSIANU"" CĂLAN";HUNEDOARA
"LICEUL TEHNOLOGIC ""PAMFIL ȘEICARU"" CIOROGÂRLA";"LICEUL TEHNOLOGIC ""PAMFIL SEICARU"" CIOROGARLA";ILFOV
"LICEUL TEHNOLOGIC ""PANAIT ISTRATI"" BRĂILA";"LICEUL TEHNOLOGIC ""PANAIT ISTRATI"" BRĂILA";BRĂILA
"LICEUL TEHNOLOGIC ""PAUL BUJOR"", ORAS BERESTI";"LIC.TEH.""P.BUJOR"" BERESTI";GALAŢI
"LICEUL TEHNOLOGIC ""PAUL DIMO"", MUNICIPIUL GALATI";"LIC.TEH.""P.DIMO"" GL";GALAŢI
"LICEUL TEHNOLOGIC ""PETŐFI SÁNDOR"" DĂNEŞTI";"LIT ""PETOFI SANDOR"" DANESTI";HARGHITA
LICEUL TEHNOLOGIC PETRACHE POENARU, ORAS BALCESTI;LIC TEH P.POENARU BALCESTI;VÂLCEA
"LICEUL TEHNOLOGIC ""PETRE BANITA"" CALARASI";LICEUL CALARASI;DOLJ
"LICEUL TEHNOLOGIC ""PETRE IONESCU MUSCEL"" DOMNEȘTI";LIC.TEH. PETRE IONESCU MUSCEL DOMNEȘTI;ARGEŞ
"LICEUL TEHNOLOGIC ""PETRE MITROI"" BILED";LIC.TEH. P.MITROI BILED;TIMIŞ
"LICEUL TEHNOLOGIC ""PETRE P.CARP"", ȚIBĂNEȘTI";LIC TEH TIBANESTI;IAŞI
"LICEUL TEHNOLOGIC ""PETRI MOR"" NUȘFALĂU";"LIC.TEHNOLOGIC ""PETRI MOR"" NUȘFALĂU";SĂLAJ
LICEUL TEHNOLOGIC PETROL MORENI;LICEUL TEHNOLOGIC PETROL MORENI;DÂMBOVIŢA
"LICEUL TEHNOLOGIC ""PETRU CUPCEA"" SUPURU DE JOS";"LTEH ""PETRU CUPCEA"" SUPURU DE JOS";SATU MARE
"LICEUL TEHNOLOGIC ""PETRU MAIOR"" REGHIN";"LIC. TEHN. ""P. MAIOR"" REGHIN";MUREŞ
"Liceul Tehnologic ""Petru Poni""";"Lic. Tehnol. ""Petru Poni""";MUNICIPIUL BUCUREŞTI
"LICEUL TEHNOLOGIC ""PETRU PONI"", IAȘI";"LIC TEH ""P. PONI"" IASI";IAŞI
"LICEUL TEHNOLOGIC ""PETRU PONI"" ONEŞTI";"LICEUL TEHNOLOGIC ""PETRU PONI"" ONEŞTI";BACĂU
"LICEUL TEHNOLOGIC ""PETRU RAREŞ"" BACĂU";"LICEUL TEHNOLOGIC ""PETRU RAREŞ"" BACĂU";BACĂU
"LICEUL TEHNOLOGIC ""PETRU RAREŞ’’ BOTOSANI";"LICEUL TEHNOLOGIC ""PETRU RAREŞ’’ BOTOSANI";BOTOŞANI
"LICEUL TEHNOLOGIC ""PETRU RAREȘ"", MUN. BÂRLAD";LIC_TEHN BÂRLAD;VASLUI
"LICEUL TEHNOLOGIC ""PETRU RAREȘ"", SAT VETRIȘOAIA";LIC_TEHN VETRIȘOAIA;VASLUI
"LICEUL TEHNOLOGIC ""PETRU RAREȘ"", TÂRGU FRUMOS";LIC TEH TG. FRUMOS;IAŞI
LICEUL TEHNOLOGIC PIATRA-OLT;LICEUL TEHNOLOGIC PIATRA-OLT;OLT
LICEUL TEHNOLOGIC PLOPENII MARI;LICEUL TEHNOLOGIC PLOPENII MARI;BOTOŞANI
LICEUL TEHNOLOGIC POIENILE DE SUB MUNTE;L TEHN PDSM;MARAMUREŞ
LICEUL TEHNOLOGIC ’PONTICA’ CONSTANŢA;LIC TEH ’PONTICA’ CȚA;CONSTANŢA
"LICEUL TEHNOLOGIC ""P.S.AURELIAN"" SLATINA";"LICEUL TEHN ""P.S.AURELIAN"" SLATINA";OLT
